400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforDecember 15, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY231215C00580000 2023-01-23 2:02PM EST 580.00 0.25 0.04 0.60 0.00 - 15 4,747 18.97%
SPY231215C00585000 2023-01-11 11:00AM EST 585.00 0.33 0.00 0.53 0.00 - 1 978 18.98%
SPY231215C00590000 2023-01-20 1:31PM EST 590.00 0.14 0.00 0.51 0.00 - 20 2,204 19.23%
SPY231215C00595000 2023-01-17 12:38PM EST 595.00 0.20 0.00 0.25 0.00 - 1 1,613 17.80%
SPY231215C00600000 2023-01-24 1:50PM EST 600.00 0.13 0.14 0.29 -0.04 -23.53% 97 5,620 18.46%
SPY231215C00605000 2023-01-20 9:54AM EST 605.00 0.12 0.10 0.46 0.00 - 1 2,250 19.96%
SPY231215C00610000 2023-01-10 2:46PM EST 610.00 0.17 0.00 0.49 0.00 - 5 679 20.47%
SPY231215C00615000 2023-01-20 12:29PM EST 615.00 0.07 0.02 0.36 0.00 - 4 220 19.96%
SPY231215C00620000 2023-01-03 3:15PM EST 620.00 0.16 0.00 0.46 0.00 - 6 903 20.95%
SPY231215C00625000 2023-01-03 3:03PM EST 625.00 0.15 0.00 0.45 0.00 - 3 1,402 21.20%
SPY231215C00630000 2023-01-24 11:17AM EST 630.00 0.09 0.00 0.44 +0.01 +12.50% 1 7,220 21.46%
SPY231215C00635000 2023-01-12 9:30AM EST 635.00 0.15 0.00 0.43 0.00 - 1 1,264 21.70%
SPY231215C00640000 2023-01-20 11:08AM EST 640.00 0.08 0.01 0.43 0.00 - 2 65 22.01%
SPY231215C00645000 2022-11-22 1:04PM EST 645.00 0.22 0.03 0.21 0.00 - 1 210 20.41%
SPY231215C00650000 2023-01-20 9:43AM EST 650.00 0.05 0.00 0.41 0.00 - 5 4,377 22.47%
SPY231215C00655000 2022-12-29 9:30AM EST 655.00 0.04 0.00 0.41 0.00 - 1 1,373 22.78%
SPY231215C00660000 2023-01-23 1:10PM EST 660.00 0.04 0.00 0.41 0.00 - 5 35,058 23.07%
SPY231215C00665000 2023-01-24 11:01AM EST 665.00 0.03 0.00 0.10 -0.02 -40.00% 1 3,163 19.87%
SPY231215C00670000 2023-01-18 9:30AM EST 670.00 0.07 0.00 0.40 0.00 - 10 247 23.57%
SPY231215C00675000 2023-01-23 10:38AM EST 675.00 0.02 0.00 0.25 0.00 - 1 157 22.53%
SPY231215C00680000 2022-12-12 3:04PM EST 680.00 0.10 0.05 0.08 0.00 - 1 122 20.17%
SPY231215C00685000 2022-11-17 9:36AM EST 685.00 0.11 0.05 0.11 0.00 - 1 21 21.09%
SPY231215C00690000 2023-01-05 12:39PM EST 690.00 0.05 0.00 0.35 0.00 - 4 14 24.29%
SPY231215C00695000 2022-12-13 9:51AM EST 695.00 0.13 0.03 0.06 0.00 - 2 9 20.36%
SPY231215C00700000 2023-01-23 2:03PM EST 700.00 0.04 0.02 0.09 0.00 - 11 11,540 21.39%
SPY231215C00705000 2023-01-12 9:37AM EST 705.00 0.02 0.00 0.34 0.00 - 1 22 25.00%
SPY231215C00710000 2023-01-17 1:53PM EST 710.00 0.04 0.00 0.34 0.00 - 1 169 25.27%
SPY231215C00715000 2023-01-13 12:39PM EST 715.00 0.01 0.01 0.04 0.00 - 4 76 20.51%
SPY231215C00720000 2023-01-20 2:17PM EST 720.00 0.03 0.00 0.15 0.00 - 4 683 23.54%
PutsforDecember 15, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY231215P00150000 2023-01-24 4:00PM EST 150.00 0.60 0.55 0.57 +0.02 +3.45% 19 11,276 47.85%
SPY231215P00155000 2023-01-23 1:50PM EST 155.00 0.61 0.21 0.94 0.00 - 459 1,742 49.93%
SPY231215P00160000 2023-01-23 1:50PM EST 160.00 0.65 0.51 0.99 0.00 - 439 565 48.78%
SPY231215P00165000 2023-01-24 9:37AM EST 165.00 0.73 0.29 1.05 +0.03 +4.29% 2 497 47.73%
SPY231215P00170000 2023-01-23 1:41PM EST 170.00 0.75 0.33 1.11 0.00 - 380 558 46.67%
SPY231215P00175000 2023-01-23 1:46PM EST 175.00 0.80 0.37 1.18 0.00 - 562 1,712 45.69%
SPY231215P00180000 2023-01-23 2:53PM EST 180.00 0.91 0.50 1.25 0.00 - 342 437 44.71%
SPY231215P00185000 2023-01-23 1:50PM EST 185.00 0.93 0.47 1.25 0.00 - 323 4,626 43.32%
SPY231215P00190000 2023-01-23 1:50PM EST 190.00 0.99 0.52 1.40 0.00 - 305 4,140 42.81%
SPY231215P00195000 2023-01-24 12:29PM EST 195.00 1.04 0.58 1.48 -0.03 -2.80% 1 1,413 41.90%
SPY231215P00200000 2023-01-24 2:46PM EST 200.00 1.13 1.07 1.57 -0.07 -5.83% 44 14,408 41.02%
