400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforMay 19, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230519P00352000 2023-01-24 12:56PM EST 352.00 4.11 3.90 4.01 -0.22 -5.08% 13 3,559 22.87%
SPY230519P00353000 2023-01-24 3:40PM EST 353.00 4.23 4.00 4.11 -0.25 -5.58% 3 2,205 22.72%
SPY230519P00354000 2023-01-24 12:54PM EST 354.00 4.35 4.11 4.23 -0.93 -17.61% 5 4,304 22.61%
SPY230519P00355000 2023-01-24 3:58PM EST 355.00 4.41 4.23 4.34 -0.32 -6.77% 76 6,341 22.46%
SPY230519P00356000 2023-01-23 3:09PM EST 356.00 4.93 4.34 4.46 0.00 - 4 262 22.33%
SPY230519P00357000 2023-01-24 4:10PM EST 357.00 4.45 4.46 4.58 -0.54 -10.82% 155 300 22.20%
SPY230519P00358000 2023-01-24 12:54PM EST 358.00 4.84 4.59 4.70 -0.22 -4.35% 98 579 22.06%
SPY230519P00359000 2023-01-24 10:27AM EST 359.00 5.28 4.71 4.83 +0.29 +5.81% 24 857 21.93%
SPY230519P00360000 2023-01-24 4:01PM EST 360.00 4.95 4.85 4.97 -0.48 -8.84% 270 4,764 21.81%
SPY230519P00361000 2023-01-23 12:38PM EST 361.00 5.35 4.98 5.10 0.00 - 50 710 21.67%
SPY230519P00362000 2023-01-24 3:52PM EST 362.00 5.37 5.12 5.24 -1.84 -25.52% 283 338 21.54%
SPY230519P00363000 2023-01-23 10:50AM EST 363.00 5.88 5.26 5.39 0.00 - 85 249 21.42%
SPY230519P00364000 2023-01-24 3:44PM EST 364.00 5.80 5.41 5.54 +0.02 +0.35% 194 456 21.29%
