400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforJune 21, 2024
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY240621C00615000 2022-12-20 10:03AM EST 615.00 1.22 0.06 0.91 0.00 - 4 11 18.13%
SPY240621C00620000 2023-01-13 1:09PM EST 620.00 0.60 0.00 1.23 0.00 - 1 2 19.32%
SPY240621C00625000 2023-01-24 11:08AM EST 625.00 0.01 0.00 1.18 -0.53 -98.15% 3 13 19.47%
SPY240621C00630000 2023-01-24 11:03AM EST 630.00 0.35 0.00 1.14 -0.12 -25.53% 2 12 19.64%
SPY240621C00635000 2023-01-24 10:48AM EST 635.00 0.33 0.10 1.10 +0.04 +13.79% 6 249 19.80%
PutsforJune 21, 2024
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY240621P00180000 2023-01-23 2:45PM EST 180.00 1.50 0.66 1.99 0.00 - 10 53 38.65%
SPY240621P00185000 2023-01-20 11:43AM EST 185.00 1.34 0.75 2.36 0.00 - 2 18 38.73%
SPY240621P00190000 2023-01-24 3:13PM EST 190.00 1.65 0.85 2.50 -0.30 -15.38% 5 235 37.99%
SPY240621P00195000 2023-01-11 2:37PM EST 195.00 2.43 0.96 2.64 0.00 - 1 13 37.23%
SPY240621P00200000 2023-01-24 3:34PM EST 200.00 2.14 1.70 2.25 +0.10 +4.90% 4 471 34.93%
SPY240621P00205000 2023-01-19 9:43AM EST 205.00 2.55 1.20 2.55 0.00 - 1 410 34.72%
SPY240621P00210000 2022-12-30 1:10PM EST 210.00 3.36 1.34 3.13 0.00 - 2 26 35.14%
SPY240621P00215000 2022-12-30 2:27PM EST 215.00 3.71 1.49 3.32 0.00 - 4 11 34.49%
SPY240621P00220000 2023-01-24 3:34PM EST 220.00 2.60 1.65 3.20 -0.50 -16.13% 2 1,076 33.12%
SPY240621P00225000 2023-01-06 2:14PM EST 225.00 3.61 1.83 3.53 0.00 - 2 909 32.79%
SPY240621P00230000 2023-01-24 12:08PM EST 230.00 3.00 2.02 3.94 -0.40 -11.76% 1 1,437 32.57%
SPY240621P00235000 2023-01-19 9:30AM EST 235.00 4.00 3.00 4.18 0.00 - 1 144 31.97%
SPY240621P00240000 2023-01-20 3:00PM EST 240.00 3.81 2.44 4.43 0.00 - 1 331 31.38%
SPY240621P00245000 2023-01-17 9:50AM EST 245.00 4.10 2.68 4.70 0.00 - 2 810 30.81%
SPY240621P00250000 2023-01-23 12:03PM EST 250.00 4.17 2.94 4.75 0.00 - 3 304 29.86%
SPY240621P00255000 2023-01-23 3:21PM EST 255.00 4.46 3.22 5.30 0.00 - 13 110 29.70%
SPY240621P00260000 2023-01-23 1:19PM EST 260.00 4.69 3.52 5.63 0.00 - 3 330 29.16%
SPY240621P00265000 2023-01-24 3:36PM EST 265.00 5.00 3.85 5.99 -0.65 -11.50% 1 285 28.65%
SPY240621P00270000 2023-01-24 2:50PM EST 270.00 5.26 4.20 6.37 -0.15 -2.77% 1 342 28.14%
SPY240621P00275000 2023-01-23 10:20AM EST 275.00 6.20 4.57 6.78 0.00 - 5 3,208 27.65%
SPY240621P00280000 2023-01-24 1:08PM EST 280.00 6.30 4.97 7.21 -0.05 -0.79% 20 2,904 27.15%
SPY240621P00285000 2023-01-18 1:37PM EST 285.00 7.92 6.50 7.68 0.00 - 1 497 26.68%
