400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforFebruary 1, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230201C00340000 2023-01-20 12:26PM EST 340.00 52.58 60.80 61.92 0.00 - 1 1 73.19%
SPY230201C00360000 2023-01-23 3:55PM EST 360.00 41.12 40.86 41.98 0.00 - 1 5 53.00%
SPY230201C00365000 2023-01-20 2:11PM EST 365.00 29.20 35.88 37.00 0.00 - 1 1 53.21%
SPY230201C00366000 2023-01-20 2:12PM EST 366.00 28.37 34.89 36.01 0.00 - 1 1 52.16%
SPY230201C00370000 2023-01-23 10:11AM EST 370.00 28.55 30.92 32.03 0.00 - 3 8 47.75%
SPY230201C00375000 2023-01-23 12:42PM EST 375.00 24.11 25.99 27.09 -2.51 -9.43% 1 1 42.40%
SPY230201C00377000 2023-01-20 4:03PM EST 377.00 19.78 24.04 25.13 0.00 - 11 1 40.32%
SPY230201C00380000 2023-01-23 4:03PM EST 380.00 21.25 21.14 22.22 0.00 - 29 31 37.32%
SPY230201C00382000 2023-01-24 10:35AM EST 382.00 18.01 19.24 20.30 +6.06 +50.71% 16 2 35.38%
SPY230201C00384000 2023-01-24 3:51PM EST 384.00 17.10 17.38 18.41 +0.30 +1.79% 54 7 33.53%
SPY230201C00385000 2023-01-24 2:04PM EST 385.00 16.29 16.46 17.48 -0.24 -1.45% 5 5 32.67%
SPY230201C00386000 2023-01-20 1:49PM EST 386.00 10.03 15.55 16.56 0.00 - 2 36 31.82%
SPY230201C00387000 2023-01-24 4:03PM EST 387.00 15.68 14.66 15.65 -0.21 -1.32% 4 656 31.01%
SPY230201C00388000 2023-01-24 11:19AM EST 388.00 13.39 13.79 14.75 -1.47 -9.89% 1 572 30.20%
SPY230201C00389000 2023-01-24 3:41PM EST 389.00 12.14 12.92 13.87 -0.49 -3.88% 13 395 29.46%
SPY230201C00390000 2023-01-24 3:14PM EST 390.00 12.10 12.08 13.00 -0.05 -0.41% 11 292 28.72%
SPY230201C00391000 2023-01-24 2:52PM EST 391.00 11.27 11.26 12.15 +0.52 +4.84% 33 810 28.02%
SPY230201C00392000 2023-01-24 3:42PM EST 392.00 9.69 10.48 11.30 -0.76 -7.27% 14 307 27.27%
SPY230201C00393000 2023-01-24 3:49PM EST 393.00 9.05 9.70 10.49 -1.01 -10.04% 12 687 26.64%
SPY230201C00394000 2023-01-24 11:47AM EST 394.00 8.78 8.95 9.67 -0.52 -5.59% 15 894 25.89%
SPY230201C00395000 2023-01-24 3:36PM EST 395.00 7.85 8.21 8.91 -0.65 -7.65% 52 972 25.34%
SPY230201C00396000 2023-01-24 2:46PM EST 396.00 7.62 7.71 8.18 +0.71 +10.27% 68 1,024 24.84%
SPY230201C00397000 2023-01-24 4:07PM EST 397.00 7.39 7.04 7.51 +0.24 +3.36% 218 1,278 24.51%
SPY230201C00398000 2023-01-24 4:00PM EST 398.00 5.96 6.38 6.80 -0.61 -9.28% 794 1,980 23.89%
SPY230201C00399000 2023-01-24 4:11PM EST 399.00 6.16 5.89 5.96 +0.36 +6.21% 1,848 1,080 22.62%
SPY230201C00400000 2023-01-24 4:10PM EST 400.00 5.60 5.29 5.34 +0.51 +10.02% 4,210 6,115 22.17%
SPY230201C00401000 2023-01-24 4:14PM EST 401.00 4.73 4.73 4.79 -0.02 -0.42% 2,540 1,396 21.89%
SPY230201C00402000 2023-01-24 4:14PM EST 402.00 4.20 4.20 4.25 -0.01 -0.24% 1,615 2,561 21.52%
SPY230201C00403000 2023-01-24 4:09PM EST 403.00 3.88 3.71 3.76 +0.13 +3.47% 1,504 1,028 21.23%
SPY230201C00404000 2023-01-24 4:05PM EST 404.00 3.32 3.26 3.30 -0.03 -0.90% 768 552 20.93%
SPY230201C00405000 2023-01-24 4:14PM EST 405.00 2.83 2.84 2.88 +0.08 +2.91% 1,080 1,434 20.66%
SPY230201C00406000 2023-01-24 4:02PM EST 406.00 2.73 2.45 2.50 +0.23 +9.20% 975 737 20.41%
SPY230201C00407000 2023-01-24 4:10PM EST 407.00 2.23 2.10 2.15 +0.21 +10.40% 761 690 20.15%
SPY230201C00408000 2023-01-24 4:13PM EST 408.00 1.82 1.79 1.83 +0.07 +4.00% 878 450 19.88%
SPY230201C00409000 2023-01-24 4:11PM EST 409.00 1.62 1.51 1.55 +0.14 +9.46% 640 488 19.65%
SPY230201C00410000 2023-01-24 4:13PM EST 410.00 1.30 1.26 1.30 +0.07 +5.69% 1,019 484 19.42%
SPY230201C00411000 2023-01-24 4:09PM EST 411.00 1.13 1.05 1.08 +0.05 +4.63% 805 202 19.19%
SPY230201C00412000 2023-01-24 4:01PM EST 412.00 0.99 0.86 0.89 +0.12 +13.79% 1,027 659 18.97%
SPY230201C00413000 2023-01-24 4:02PM EST 413.00 0.78 0.70 0.73 +0.02 +2.63% 593 159 18.80%
SPY230201C00414000 2023-01-24 4:10PM EST 414.00 0.61 0.57 0.59 +0.04 +7.02% 1,289 408 18.60%
SPY230201C00415000 2023-01-24 4:07PM EST 415.00 0.49 0.45 0.48 +0.02 +4.26% 259 746 18.48%
SPY230201C00416000 2023-01-24 4:05PM EST 416.00 0.37 0.36 0.38 -0.15 -28.85% 106 592 18.31%
SPY230201C00417000 2023-01-24 3:38PM EST 417.00 0.24 0.29 0.31 -0.09 -27.27% 20 352 18.29%
SPY230201C00418000 2023-01-24 3:41PM EST 418.00 0.17 0.23 0.25 -0.08 -32.00% 306 342 18.24%
SPY230201C00419000 2023-01-24 3:56PM EST 419.00 0.17 0.18 0.20 -0.04 -19.05% 23 43 18.21%
SPY230201C00420000 2023-01-24 3:40PM EST 420.00 0.11 0.14 0.16 -0.06 -35.29% 382 415 18.16%
SPY230201C00421000 2023-01-24 3:25PM EST 421.00 0.11 0.12 0.13 -0.01 -8.33% 49 42 18.21%
SPY230201C00422000 2023-01-24 3:48PM EST 422.00 0.08 0.09 0.11 -0.03 -27.27% 10 38 18.41%
SPY230201C00423000 2023-01-24 4:01PM EST 423.00 0.06 0.07 0.09 -0.05 -45.45% 11 55 18.51%
SPY230201C00424000 2023-01-24 12:37PM EST 424.00 0.06 0.06 0.07 -0.02 -25.00% 2 326 18.46%
SPY230201C00425000 2023-01-24 1:31PM EST 425.00 0.05 0.04 0.06 -0.04 -44.44% 242 31 18.65%
SPY230201C00427000 2023-01-24 3:43PM EST 427.00 0.03 0.03 0.05 -0.01 -25.00% 114 261 19.43%
SPY230201C00428000 2023-01-24 12:56PM EST 428.00 0.03 0.03 0.04 +0.02 +200.00% 6 11 19.43%
SPY230201C00429000 2023-01-24 2:39PM EST 429.00 0.03 0.02 0.03 0.00 - 1 18 19.34%
SPY230201C00430000 2023-01-24 3:55PM EST 430.00 0.02 0.02 0.03 -0.02 -50.00% 805 66 19.92%
SPY230201C00440000 2023-01-24 2:09PM EST 440.00 0.01 0.00 0.02 -0.01 -50.00% 247 10 24.22%
PutsforFebruary 1, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230201P00331000 2023-01-20 11:42AM EST 331.00 0.04 0.02 0.03 0.00 - 10 10 48.05%
SPY230201P00337000 2023-01-20 10:42AM EST 337.00 0.06 0.03 0.04 0.00 - 1 1 45.31%
SPY230201P00338000 2023-01-23 3:31PM EST 338.00 0.03 0.03 0.04 0.00 - 956 957 44.53%
SPY230201P00339000 2023-01-24 11:53AM EST 339.00 0.03 0.03 0.04 -0.01 -25.00% 2 67 43.75%
SPY230201P00340000 2023-01-24 3:48PM EST 340.00 0.03 0.03 0.04 -0.01 -25.00% 403 89 43.16%
SPY230201P00346000 2023-01-23 11:17AM EST 346.00 0.04 0.04 0.05 0.00 - 200 201 40.04%
SPY230201P00350000 2023-01-23 3:08PM EST 350.00 0.06 0.04 0.05 0.00 - 12 2,519 37.11%
SPY230201P00351000 2023-01-20 10:05AM EST 351.00 0.10 0.04 0.05 0.00 - 5 5 36.52%
SPY230201P00352000 2023-01-20 3:39PM EST 352.00 0.08 0.04 0.05 0.00 - 6 4 35.74%
SPY230201P00353000 2023-01-24 12:08PM EST 353.00 0.05 0.04 0.06 -0.07 -58.33% 1 1 35.84%
SPY230201P00354000 2023-01-23 11:49AM EST 354.00 0.05 0.05 0.06 0.00 - 1 5 35.16%
SPY230201P00355000 2023-01-20 2:30PM EST 355.00 0.11 0.06 0.07 0.00 - 12 12 35.06%
SPY230201P00360000 2023-01-24 3:45PM EST 360.00 0.08 0.06 0.08 -0.01 -11.11% 814 1,591 32.03%
SPY230201P00362000 2023-01-24 11:00AM EST 362.00 0.07 0.07 0.08 -0.03 -30.00% 1 2 30.57%
SPY230201P00363000 2023-01-24 9:46AM EST 363.00 0.12 0.07 0.08 +0.02 +20.00% 5 23 29.79%
