400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforJanuary 26, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230126P00375000 2023-01-24 3:55PM EST 375.00 0.02 0.02 0.03 -0.03 -60.00% 19 794 36.72%
SPY230126P00376000 2023-01-24 3:40PM EST 376.00 0.03 0.02 0.03 -0.01 -25.00% 35 2,221 35.55%
SPY230126P00377000 2023-01-24 3:48PM EST 377.00 0.03 0.02 0.03 -0.02 -40.00% 25 755 34.18%
SPY230126P00378000 2023-01-24 4:10PM EST 378.00 0.03 0.02 0.03 -0.02 -40.00% 315 1,508 32.81%
SPY230126P00379000 2023-01-24 3:03PM EST 379.00 0.03 0.03 0.04 -0.03 -50.00% 39 1,215 32.62%
SPY230126P00380000 2023-01-24 4:05PM EST 380.00 0.04 0.03 0.04 -0.03 -42.86% 1,093 2,902 31.25%
SPY230126P00381000 2023-01-24 4:13PM EST 381.00 0.04 0.03 0.04 -0.03 -42.86% 245 2,824 29.88%
SPY230126P00382000 2023-01-24 4:09PM EST 382.00 0.04 0.04 0.05 -0.05 -55.56% 210 907 29.49%
SPY230126P00383000 2023-01-24 4:08PM EST 383.00 0.05 0.04 0.05 -0.03 -37.50% 364 2,285 28.03%
SPY230126P00384000 2023-01-24 4:01PM EST 384.00 0.06 0.05 0.06 -0.04 -40.00% 752 1,999 27.34%
SPY230126P00385000 2023-01-24 4:09PM EST 385.00 0.06 0.05 0.06 -0.05 -45.45% 1,274 4,529 25.88%
SPY230126P00386000 2023-01-24 4:05PM EST 386.00 0.07 0.06 0.07 -0.06 -46.15% 1,427 1,776 25.00%
SPY230126P00387000 2023-01-24 4:14PM EST 387.00 0.08 0.07 0.08 -0.08 -50.00% 1,256 3,414 24.02%
SPY230126P00388000 2023-01-24 4:14PM EST 388.00 0.09 0.09 0.10 -0.10 -52.63% 3,449 4,440 23.34%
SPY230126P00389000 2023-01-24 4:14PM EST 389.00 0.11 0.10 0.11 -0.13 -54.17% 2,932 3,567 22.17%
SPY230126P00390000 2023-01-24 4:11PM EST 390.00 0.11 0.13 0.14 -0.19 -63.33% 8,023 3,820 21.53%
SPY230126P00391000 2023-01-24 4:13PM EST 391.00 0.17 0.16 0.17 -0.21 -55.26% 3,311 2,514 20.70%
SPY230126P00392000 2023-01-24 4:09PM EST 392.00 0.20 0.21 0.22 -0.26 -56.52% 2,972 2,978 20.12%
SPY230126P00393000 2023-01-24 4:14PM EST 393.00 0.29 0.27 0.28 -0.26 -47.27% 4,406 5,876 19.41%
SPY230126P00394000 2023-01-24 4:14PM EST 394.00 0.38 0.36 0.37 -0.30 -44.12% 10,637 4,807 18.90%
SPY230126P00395000 2023-01-24 4:14PM EST 395.00 0.49 0.47 0.48 -0.40 -44.94% 16,827 4,883 18.31%
SPY230126P00396000 2023-01-24 4:14PM EST 396.00 0.64 0.62 0.63 -0.45 -41.28% 10,159 4,474 17.80%
SPY230126P00397000 2023-01-24 4:14PM EST 397.00 0.85 0.81 0.82 -0.45 -34.62% 9,765 5,568 17.26%
SPY230126P00398000 2023-01-24 4:14PM EST 398.00 1.07 1.05 1.07 -0.59 -35.54% 19,107 4,947 16.79%
SPY230126P00399000 2023-01-24 4:14PM EST 399.00 1.37 1.34 1.36 -0.58 -29.74% 13,935 3,099 16.10%
SPY230126P00400000 2023-01-24 4:14PM EST 400.00 1.76 1.70 1.73 -0.59 -25.11% 21,763 3,313 15.48%
SPY230126P00401000 2023-01-24 4:14PM EST 401.00 2.20 2.14 2.16 -0.64 -22.54% 15,534 3,157 14.62%
SPY230126P00402000 2023-01-24 4:13PM EST 402.00 2.59 2.64 2.67 -0.78 -23.15% 6,557 3,292 13.62%
SPY230126P00403000 2023-01-24 4:13PM EST 403.00 3.24 3.22 3.26 -0.77 -19.20% 3,728 3,187 12.23%
SPY230126P00404000 2023-01-24 4:14PM EST 404.00 3.89 3.55 4.27 -0.71 -15.43% 342 5,117 14.75%
SPY230126P00405000 2023-01-24 4:14PM EST 405.00 4.64 4.24 5.03 -0.76 -14.07% 481 2,587 13.53%
SPY230126P00406000 2023-01-24 3:52PM EST 406.00 6.12 4.92 5.88 +0.29 +4.97% 268 56 12.01%
SPY230126P00408000 2023-01-24 1:39PM EST 408.00 7.68 6.61 7.67 -10.82 -58.49% 7 0 0.00%
SPY230126P00410000 2023-01-24 3:56PM EST 410.00 9.50 8.48 9.57 -1.37 -12.60% 62 1 0.00%
SPY230126P00415000 2023-01-19 10:01AM EST 415.00 25.87 13.43 14.55 0.00 - - 0 0.00%
SPY230126P00420000 2023-01-19 3:32PM EST 420.00 30.14 18.45 19.55 0.00 - 6 0 0.00%
SPY230126P00431000 2023-01-19 2:00PM EST 431.00 41.43 29.45 30.55 0.00 - - 0 0.00%
