400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforApril 21, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230421C00485000 2023-01-24 1:08PM EST 485.00 0.08 0.06 0.10 -0.03 -27.27% 8 3,995 16.48%
SPY230421C00490000 2023-01-23 9:32AM EST 490.00 0.06 0.04 0.08 0.00 - 1 1,665 16.80%
SPY230421C00495000 2023-01-24 2:40PM EST 495.00 0.06 0.03 0.06 +0.01 +20.00% 10 1,096 16.99%
SPY230421C00500000 2023-01-24 10:06AM EST 500.00 0.04 0.02 0.05 0.00 - 20 1,852 17.33%
SPY230421C00505000 2023-01-24 2:13PM EST 505.00 0.03 0.01 0.05 +0.01 +50.00% 5 254 18.02%
SPY230421C00510000 2023-01-23 3:11PM EST 510.00 0.03 0.02 0.04 0.00 - 15 248 18.26%
SPY230421C00515000 2023-01-24 10:02AM EST 515.00 0.03 0.00 0.04 -0.02 -40.00% 1 18 18.95%
SPY230421C00520000 2023-01-13 10:17AM EST 520.00 0.03 0.00 0.04 0.00 - 1 386 19.53%
SPY230421C00525000 2023-01-18 11:54AM EST 525.00 0.03 0.00 0.03 0.00 - 6 804 19.63%
SPY230421C00530000 2023-01-19 2:53PM EST 530.00 0.01 0.01 0.03 0.00 - 1 209 20.22%
SPY230421C00535000 2023-01-23 11:37AM EST 535.00 0.01 0.00 0.03 0.00 - 3 1,563 20.90%
SPY230421C00540000 2023-01-18 9:45AM EST 540.00 0.02 0.00 0.03 0.00 - 10 258 21.49%
SPY230421C00545000 2023-01-23 10:36AM EST 545.00 0.01 0.00 0.03 0.00 - 14 148 22.07%
SPY230421C00550000 2023-01-20 10:13AM EST 550.00 0.01 0.00 0.03 0.00 - 13 1,361 22.66%
SPY230421C00555000 2023-01-18 10:10AM EST 555.00 0.01 0.00 0.02 0.00 - 2 161 22.27%
SPY230421C00560000 2023-01-24 2:30PM EST 560.00 0.01 0.00 0.02 0.00 - 6 206 22.85%
SPY230421C00565000 2022-12-30 10:39AM EST 565.00 0.01 0.00 0.02 0.00 - 5 59 23.44%
SPY230421C00570000 2023-01-11 10:00AM EST 570.00 0.02 0.00 0.02 0.00 - 3 319 24.02%
SPY230421C00575000 2023-01-12 2:46PM EST 575.00 0.01 0.00 0.02 0.00 - 1,112 1,170 24.61%
SPY230421C00580000 2022-12-28 10:08AM EST 580.00 0.01 0.00 0.02 0.00 - 300 414 25.00%
SPY230421C00585000 2022-12-22 3:50PM EST 585.00 0.01 0.00 0.02 0.00 - 1 320 25.59%
SPY230421C00590000 2022-12-16 1:08PM EST 590.00 0.01 0.00 0.03 0.00 - 53 53 26.95%
SPY230421C00600000 2023-01-24 2:45PM EST 600.00 0.01 0.00 0.02 -0.01 -50.00% 10 6 27.15%
PutsforApril 21, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230421P00150000 2023-01-24 3:35PM EST 150.00 0.05 0.04 0.05 +0.01 +25.00% 250 12,147 69.53%
SPY230421P00155000 2023-01-24 9:33AM EST 155.00 0.05 0.04 0.05 0.00 - 4 3,553 67.19%
SPY230421P00160000 2023-01-24 1:35PM EST 160.00 0.05 0.03 0.05 -0.01 -16.67% 401 3,547 64.45%
SPY230421P00165000 2023-01-23 9:41AM EST 165.00 0.06 0.05 0.06 0.00 - 1 1,691 64.06%
SPY230421P00170000 2023-01-24 3:59PM EST 170.00 0.06 0.04 0.06 -0.02 -25.00% 3 1,148 61.52%
SPY230421P00175000 2023-01-23 3:38PM EST 175.00 0.07 0.05 0.07 0.00 - 31 908 60.55%
SPY230421P00180000 2023-01-24 12:33PM EST 180.00 0.07 0.06 0.08 -0.01 -12.50% 10 4,399 59.57%
SPY230421P00185000 2023-01-23 3:33PM EST 185.00 0.08 0.07 0.08 0.00 - 10 1,317 58.01%
SPY230421P00190000 2023-01-24 1:55PM EST 190.00 0.08 0.07 0.09 -0.01 -11.11% 8 1,351 56.45%
SPY230421P00195000 2023-01-24 1:00PM EST 195.00 0.10 0.08 0.10 -0.01 -9.09% 19 2,684 55.27%
SPY230421P00200000 2023-01-24 12:34PM EST 200.00 0.10 0.10 0.11 -0.02 -16.67% 231 3,705 54.39%
SPY230421P00205000 2023-01-24 10:15AM EST 205.00 0.13 0.11 0.13 0.00 - 15 1,978 53.32%
SPY230421P00210000 2023-01-24 1:56PM EST 210.00 0.12 0.12 0.14 -0.03 -20.00% 260 4,979 52.05%
SPY230421P00215000 2023-01-24 10:14AM EST 215.00 0.16 0.14 0.15 -0.01 -5.88% 20 2,153 50.88%
SPY230421P00220000 2023-01-24 2:54PM EST 220.00 0.15 0.15 0.17 -0.04 -21.05% 31 3,947 50.10%
SPY230421P00225000 2023-01-24 2:33PM EST 225.00 0.17 0.17 0.19 -0.05 -22.73% 4,020 1,743 49.02%
SPY230421P00230000 2023-01-24 2:01PM EST 230.00 0.19 0.18 0.20 -0.03 -13.64% 44 3,319 47.56%
SPY230421P00235000 2023-01-24 1:33PM EST 235.00 0.21 0.20 0.22 -0.03 -12.50% 2 2,157 46.44%
SPY230421P00240000 2023-01-24 12:59PM EST 240.00 0.23 0.22 0.24 -0.01 -4.17% 7 5,516 45.26%
SPY230421P00245000 2023-01-23 3:10PM EST 245.00 0.29 0.25 0.27 0.00 - 22 3,450 44.29%
SPY230421P00250000 2023-01-24 3:35PM EST 250.00 0.29 0.27 0.29 -0.03 -9.38% 15 21,927 43.07%
SPY230421P00255000 2023-01-24 3:31PM EST 255.00 0.31 0.30 0.32 -0.03 -8.82% 3 2,519 41.99%
SPY230421P00260000 2023-01-24 3:45PM EST 260.00 0.36 0.33 0.35 -0.02 -5.26% 27 3,039 40.87%
SPY230421P00265000 2023-01-24 3:00PM EST 265.00 0.38 0.36 0.39 -0.05 -11.63% 78 4,953 39.89%
SPY230421P00270000 2023-01-24 3:48PM EST 270.00 0.43 0.40 0.42 -0.05 -10.42% 43 38,125 38.70%
SPY230421P00275000 2023-01-24 12:34PM EST 275.00 0.47 0.44 0.46 -0.04 -7.84% 3 6,498 37.62%
SPY230421P00280000 2023-01-24 3:10PM EST 280.00 0.50 0.49 0.51 -0.06 -10.71% 60 21,485 36.62%
SPY230421P00285000 2023-01-24 3:34PM EST 285.00 0.56 0.53 0.56 -0.05 -8.20% 6 23,314 35.57%
SPY230421P00290000 2023-01-24 3:10PM EST 290.00 0.60 0.59 0.61 -0.03 -4.76% 28 6,009 34.47%
SPY230421P00295000 2023-01-24 3:03PM EST 295.00 0.66 0.64 0.67 -0.10 -13.16% 65 9,594 33.42%
SPY230421P00300000 2023-01-24 4:06PM EST 300.00 0.72 0.71 0.74 -0.09 -11.11% 653 21,709 32.41%
SPY230421P00305000 2023-01-24 4:02PM EST 305.00 0.80 0.79 0.82 -0.12 -13.04% 38 3,998 31.42%
SPY230421P00310000 2023-01-24 4:05PM EST 310.00 0.89 0.88 0.91 -0.11 -11.00% 70 11,598 30.42%
SPY230421P00315000 2023-01-24 4:12PM EST 315.00 1.00 0.98 1.02 -0.14 -12.28% 178 22,554 29.48%
SPY230421P00320000 2023-01-24 4:01PM EST 320.00 1.14 1.11 1.15 -0.13 -10.24% 398 21,695 28.58%
SPY230421P00325000 2023-01-24 4:01PM EST 325.00 1.25 1.26 1.30 -0.19 -13.19% 89 8,705 27.68%
SPY230421P00330000 2023-01-24 4:09PM EST 330.00 1.44 1.44 1.48 -0.20 -12.20% 175 13,162 26.82%
SPY230421P00335000 2023-01-24 4:02PM EST 335.00 1.65 1.65 1.70 -0.17 -9.34% 2,568 8,524 26.01%
